sample,rgb,dmg,und,bkg,rgb_ok,dmg_ok,und_ok,bkg_ok,size_match
cl250b8898snn0z9e3q8i6cx5,/home/shared-data/AnnotierteBilder/cl250b8898snn0z9e3q8i6cx5/cl250b8898snn0z9e3q8i6cx5.jpg,/home/shared-data/AnnotierteBilder/cl250b8898snn0z9e3q8i6cx5/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl250b8898snn0z9e3q8i6cx5/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl250b8898snn0z9e3q8i6cx5/background.png,True,True,True,True,True
cl61nrvwphl0308ysgzsb7rf4,/home/shared-data/AnnotierteBilder/cl61nrvwphl0308ysgzsb7rf4/cl61nrvwphl0308ysgzsb7rf4.jpg,/home/shared-data/AnnotierteBilder/cl61nrvwphl0308ysgzsb7rf4/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl61nrvwphl0308ysgzsb7rf4/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl61nrvwphl0308ysgzsb7rf4/background.png,True,True,True,True,True
cl62vddgi48ko071rb74g65ik,/home/shared-data/AnnotierteBilder/cl62vddgi48ko071rb74g65ik/cl62vddgi48ko071rb74g65ik.jpg,/home/shared-data/AnnotierteBilder/cl62vddgi48ko071rb74g65ik/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl62vddgi48ko071rb74g65ik/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl62vddgi48ko071rb74g65ik/background.png,True,True,True,True,True
cl4wsusvj04m307zm4im86mtd,/home/shared-data/AnnotierteBilder/cl4wsusvj04m307zm4im86mtd/cl4wsusvj04m307zm4im86mtd.jpg,/home/shared-data/AnnotierteBilder/cl4wsusvj04m307zm4im86mtd/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl4wsusvj04m307zm4im86mtd/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl4wsusvj04m307zm4im86mtd/background.png,True,True,True,True,True
cl1tf2pnk46ps0zccdbtc6gj1,/home/shared-data/AnnotierteBilder/cl1tf2pnk46ps0zccdbtc6gj1/cl1tf2pnk46ps0zccdbtc6gj1.jpg,/home/shared-data/AnnotierteBilder/cl1tf2pnk46ps0zccdbtc6gj1/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl1tf2pnk46ps0zccdbtc6gj1/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl1tf2pnk46ps0zccdbtc6gj1/background.png,True,True,True,True,True
cl72r20tmcgbk083egoj8f171,/home/shared-data/AnnotierteBilder/cl72r20tmcgbk083egoj8f171/cl72r20tmcgbk083egoj8f171.jpg,/home/shared-data/AnnotierteBilder/cl72r20tmcgbk083egoj8f171/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl72r20tmcgbk083egoj8f171/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl72r20tmcgbk083egoj8f171/background.png,True,True,True,True,True
cl6dxtgz90yvi07vhdkxc1ijp,/home/shared-data/AnnotierteBilder/cl6dxtgz90yvi07vhdkxc1ijp/cl6dxtgz90yvi07vhdkxc1ijp.jpg,/home/shared-data/AnnotierteBilder/cl6dxtgz90yvi07vhdkxc1ijp/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl6dxtgz90yvi07vhdkxc1ijp/undamaged_metal.png,,True,True,True,,True
cl4r7cvfa0d7d074j1qykdyx5,/home/shared-data/AnnotierteBilder/cl4r7cvfa0d7d074j1qykdyx5/cl4r7cvfa0d7d074j1qykdyx5.jpg,/home/shared-data/AnnotierteBilder/cl4r7cvfa0d7d074j1qykdyx5/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl4r7cvfa0d7d074j1qykdyx5/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl4r7cvfa0d7d074j1qykdyx5/background.png,True,True,True,True,True
cl3rmfalsywmo077qbx92bjg2,/home/shared-data/AnnotierteBilder/cl3rmfalsywmo077qbx92bjg2/cl3rmfalsywmo077qbx92bjg2.jpg,/home/shared-data/AnnotierteBilder/cl3rmfalsywmo077qbx92bjg2/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl3rmfalsywmo077qbx92bjg2/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl3rmfalsywmo077qbx92bjg2/background.png,True,True,True,True,True
cl79lnqv31t7a07wkfh1tbghc,/home/shared-data/AnnotierteBilder/cl79lnqv31t7a07wkfh1tbghc/cl79lnqv31t7a07wkfh1tbghc.jpg,/home/shared-data/AnnotierteBilder/cl79lnqv31t7a07wkfh1tbghc/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl79lnqv31t7a07wkfh1tbghc/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl79lnqv31t7a07wkfh1tbghc/background.png,True,True,True,True,True
cl41j7i3r5wv9072t7yns4noy,/home/shared-data/AnnotierteBilder/cl41j7i3r5wv9072t7yns4noy/cl41j7i3r5wv9072t7yns4noy.jpg,/home/shared-data/AnnotierteBilder/cl41j7i3r5wv9072t7yns4noy/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl41j7i3r5wv9072t7yns4noy/undamaged_metal.png,,True,True,True,,True
cl2lzvboxdh290z9l6wxldx00,/home/shared-data/AnnotierteBilder/cl2lzvboxdh290z9l6wxldx00/cl2lzvboxdh290z9l6wxldx00.jpg,/home/shared-data/AnnotierteBilder/cl2lzvboxdh290z9l6wxldx00/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl2lzvboxdh290z9l6wxldx00/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl2lzvboxdh290z9l6wxldx00/background.png,True,True,True,True,True
cl7cf6zqnc7je08xn6kzl0ks8,/home/shared-data/AnnotierteBilder/cl7cf6zqnc7je08xn6kzl0ks8/cl7cf6zqnc7je08xn6kzl0ks8.jpg,/home/shared-data/AnnotierteBilder/cl7cf6zqnc7je08xn6kzl0ks8/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl7cf6zqnc7je08xn6kzl0ks8/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl7cf6zqnc7je08xn6kzl0ks8/background.png,True,True,True,True,True
cl7f9p5pf1wlb074chm702ykl,/home/shared-data/AnnotierteBilder/cl7f9p5pf1wlb074chm702ykl/cl7f9p5pf1wlb074chm702ykl.jpg,/home/shared-data/AnnotierteBilder/cl7f9p5pf1wlb074chm702ykl/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl7f9p5pf1wlb074chm702ykl/undamaged_metal.png,,True,True,True,,True
cl6uooki50tll08zf42hc4y9i,/home/shared-data/AnnotierteBilder/cl6uooki50tll08zf42hc4y9i/cl6uooki50tll08zf42hc4y9i.jpg,/home/shared-data/AnnotierteBilder/cl6uooki50tll08zf42hc4y9i/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl6uooki50tll08zf42hc4y9i/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl6uooki50tll08zf42hc4y9i/background.png,True,True,True,True,True
cl5a3b0l3005j080sgqk67zfm,/home/shared-data/AnnotierteBilder/cl5a3b0l3005j080sgqk67zfm/cl5a3b0l3005j080sgqk67zfm.jpg,/home/shared-data/AnnotierteBilder/cl5a3b0l3005j080sgqk67zfm/damaged_metal.png,,/home/shared-data/AnnotierteBilder/cl5a3b0l3005j080sgqk67zfm/background.png,True,True,,True,True
cl4wzfctu0bsx07w33p8od0fs,/home/shared-data/AnnotierteBilder/cl4wzfctu0bsx07w33p8od0fs/cl4wzfctu0bsx07w33p8od0fs.jpg,/home/shared-data/AnnotierteBilder/cl4wzfctu0bsx07w33p8od0fs/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl4wzfctu0bsx07w33p8od0fs/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl4wzfctu0bsx07w33p8od0fs/background.png,True,True,True,True,True
cl42p7u4wgwha075a253gaezt,/home/shared-data/AnnotierteBilder/cl42p7u4wgwha075a253gaezt/cl42p7u4wgwha075a253gaezt.jpg,/home/shared-data/AnnotierteBilder/cl42p7u4wgwha075a253gaezt/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl42p7u4wgwha075a253gaezt/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl42p7u4wgwha075a253gaezt/background.png,True,True,True,True,True
cl7dm1bwwb7gn0722417i1nbk,/home/shared-data/AnnotierteBilder/cl7dm1bwwb7gn0722417i1nbk/cl7dm1bwwb7gn0722417i1nbk.jpg,/home/shared-data/AnnotierteBilder/cl7dm1bwwb7gn0722417i1nbk/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl7dm1bwwb7gn0722417i1nbk/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl7dm1bwwb7gn0722417i1nbk/background.png,True,True,True,True,True
cl3wnwo6s0nah08ald2scdo4p,/home/shared-data/AnnotierteBilder/cl3wnwo6s0nah08ald2scdo4p/cl3wnwo6s0nah08ald2scdo4p.jpg,/home/shared-data/AnnotierteBilder/cl3wnwo6s0nah08ald2scdo4p/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl3wnwo6s0nah08ald2scdo4p/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl3wnwo6s0nah08ald2scdo4p/background.png,True,True,True,True,True
cl478drbd0e4x076dchn22esj,/home/shared-data/AnnotierteBilder/cl478drbd0e4x076dchn22esj/cl478drbd0e4x076dchn22esj.jpg,/home/shared-data/AnnotierteBilder/cl478drbd0e4x076dchn22esj/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl478drbd0e4x076dchn22esj/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl478drbd0e4x076dchn22esj/background.png,True,True,True,True,True
cl3w13u3w03nb076pghzqekjq,/home/shared-data/AnnotierteBilder/cl3w13u3w03nb076pghzqekjq/cl3w13u3w03nb076pghzqekjq.jpg,/home/shared-data/AnnotierteBilder/cl3w13u3w03nb076pghzqekjq/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl3w13u3w03nb076pghzqekjq/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl3w13u3w03nb076pghzqekjq/background.png,True,True,True,True,True
cl3k3is6q1vk0079g4h9z9o2r,/home/shared-data/AnnotierteBilder/cl3k3is6q1vk0079g4h9z9o2r/cl3k3is6q1vk0079g4h9z9o2r.jpg,/home/shared-data/AnnotierteBilder/cl3k3is6q1vk0079g4h9z9o2r/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl3k3is6q1vk0079g4h9z9o2r/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl3k3is6q1vk0079g4h9z9o2r/background.png,True,True,True,True,True
cl48xsysq18ic087s2c14fyu6,/home/shared-data/AnnotierteBilder/cl48xsysq18ic087s2c14fyu6/cl48xsysq18ic087s2c14fyu6.jpg,/home/shared-data/AnnotierteBilder/cl48xsysq18ic087s2c14fyu6/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl48xsysq18ic087s2c14fyu6/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl48xsysq18ic087s2c14fyu6/background.png,True,True,True,True,True
cl3roqrs0z4ic086g0urmd692,/home/shared-data/AnnotierteBilder/cl3roqrs0z4ic086g0urmd692/cl3roqrs0z4ic086g0urmd692.jpg,/home/shared-data/AnnotierteBilder/cl3roqrs0z4ic086g0urmd692/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl3roqrs0z4ic086g0urmd692/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl3roqrs0z4ic086g0urmd692/background.png,True,True,True,True,True
cl7f6t9tv1jz50706320g5od6,/home/shared-data/AnnotierteBilder/cl7f6t9tv1jz50706320g5od6/cl7f6t9tv1jz50706320g5od6.jpg,/home/shared-data/AnnotierteBilder/cl7f6t9tv1jz50706320g5od6/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl7f6t9tv1jz50706320g5od6/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl7f6t9tv1jz50706320g5od6/background.png,True,True,True,True,True
cl2raa05p06mo079agjruhkfp,/home/shared-data/AnnotierteBilder/cl2raa05p06mo079agjruhkfp/cl2raa05p06mo079agjruhkfp.jpg,/home/shared-data/AnnotierteBilder/cl2raa05p06mo079agjruhkfp/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl2raa05p06mo079agjruhkfp/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl2raa05p06mo079agjruhkfp/background.png,True,True,True,True,True
cl4vzjfcd0gby07zsei2kg20l,/home/shared-data/AnnotierteBilder/cl4vzjfcd0gby07zsei2kg20l/cl4vzjfcd0gby07zsei2kg20l.jpg,/home/shared-data/AnnotierteBilder/cl4vzjfcd0gby07zsei2kg20l/damaged_metal.png,,/home/shared-data/AnnotierteBilder/cl4vzjfcd0gby07zsei2kg20l/background.png,True,True,,True,True
cl4x12scp0mq107vpeshxga5u,/home/shared-data/AnnotierteBilder/cl4x12scp0mq107vpeshxga5u/cl4x12scp0mq107vpeshxga5u.jpg,/home/shared-data/AnnotierteBilder/cl4x12scp0mq107vpeshxga5u/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl4x12scp0mq107vpeshxga5u/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl4x12scp0mq107vpeshxga5u/background.png,True,True,True,True,True
cl6fcn3nv150s08yb47v574z7,/home/shared-data/AnnotierteBilder/cl6fcn3nv150s08yb47v574z7/cl6fcn3nv150s08yb47v574z7.jpg,/home/shared-data/AnnotierteBilder/cl6fcn3nv150s08yb47v574z7/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl6fcn3nv150s08yb47v574z7/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl6fcn3nv150s08yb47v574z7/background.png,True,True,True,True,True
cl41irhpp79a5075gcx1wau4c,/home/shared-data/AnnotierteBilder/cl41irhpp79a5075gcx1wau4c/cl41irhpp79a5075gcx1wau4c.jpg,/home/shared-data/AnnotierteBilder/cl41irhpp79a5075gcx1wau4c/damaged_metal.png,,/home/shared-data/AnnotierteBilder/cl41irhpp79a5075gcx1wau4c/background.png,True,True,,True,True
cl66x4fwv03og07xx7bl62t2e,/home/shared-data/AnnotierteBilder/cl66x4fwv03og07xx7bl62t2e/cl66x4fwv03og07xx7bl62t2e.jpg,/home/shared-data/AnnotierteBilder/cl66x4fwv03og07xx7bl62t2e/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl66x4fwv03og07xx7bl62t2e/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl66x4fwv03og07xx7bl62t2e/background.png,True,True,True,True,True
cl6biqmu1d5be071fhu4efq7c,/home/shared-data/AnnotierteBilder/cl6biqmu1d5be071fhu4efq7c/cl6biqmu1d5be071fhu4efq7c.jpg,/home/shared-data/AnnotierteBilder/cl6biqmu1d5be071fhu4efq7c/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl6biqmu1d5be071fhu4efq7c/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl6biqmu1d5be071fhu4efq7c/background.png,True,True,True,True,True
cl74vtsjm2p3g082t3t5ch27o,/home/shared-data/AnnotierteBilder/cl74vtsjm2p3g082t3t5ch27o/cl74vtsjm2p3g082t3t5ch27o.jpg,/home/shared-data/AnnotierteBilder/cl74vtsjm2p3g082t3t5ch27o/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl74vtsjm2p3g082t3t5ch27o/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl74vtsjm2p3g082t3t5ch27o/background.png,True,True,True,True,True
cl60810hdwv1c071a6w257dyc,/home/shared-data/AnnotierteBilder/cl60810hdwv1c071a6w257dyc/cl60810hdwv1c071a6w257dyc.jpg,/home/shared-data/AnnotierteBilder/cl60810hdwv1c071a6w257dyc/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl60810hdwv1c071a6w257dyc/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl60810hdwv1c071a6w257dyc/background.png,True,True,True,True,True
cl42zv91t041h075bdjr50kyr,/home/shared-data/AnnotierteBilder/cl42zv91t041h075bdjr50kyr/cl42zv91t041h075bdjr50kyr.jpg,/home/shared-data/AnnotierteBilder/cl42zv91t041h075bdjr50kyr/damaged_metal.png,,/home/shared-data/AnnotierteBilder/cl42zv91t041h075bdjr50kyr/background.png,True,True,,True,True
cl479heet0nvi088x9rw00l3c,/home/shared-data/AnnotierteBilder/cl479heet0nvi088x9rw00l3c/cl479heet0nvi088x9rw00l3c.jpg,/home/shared-data/AnnotierteBilder/cl479heet0nvi088x9rw00l3c/damaged_metal.png,,/home/shared-data/AnnotierteBilder/cl479heet0nvi088x9rw00l3c/background.png,True,True,,True,True
cl61maytrgf0z07zp3ljibd93,/home/shared-data/AnnotierteBilder/cl61maytrgf0z07zp3ljibd93/cl61maytrgf0z07zp3ljibd93.jpg,/home/shared-data/AnnotierteBilder/cl61maytrgf0z07zp3ljibd93/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl61maytrgf0z07zp3ljibd93/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl61maytrgf0z07zp3ljibd93/background.png,True,True,True,True,True
cl79ioq0b1esw09y70s4qduee,/home/shared-data/AnnotierteBilder/cl79ioq0b1esw09y70s4qduee/cl79ioq0b1esw09y70s4qduee.jpg,/home/shared-data/AnnotierteBilder/cl79ioq0b1esw09y70s4qduee/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl79ioq0b1esw09y70s4qduee/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl79ioq0b1esw09y70s4qduee/background.png,True,True,True,True,True
cl4bfdfy0hm2k07bj01ro7tjy,/home/shared-data/AnnotierteBilder/cl4bfdfy0hm2k07bj01ro7tjy/cl4bfdfy0hm2k07bj01ro7tjy.jpg,/home/shared-data/AnnotierteBilder/cl4bfdfy0hm2k07bj01ro7tjy/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl4bfdfy0hm2k07bj01ro7tjy/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl4bfdfy0hm2k07bj01ro7tjy/background.png,True,True,True,True,True
cl6nzobpn18sg07zac0t8caiq,/home/shared-data/AnnotierteBilder/cl6nzobpn18sg07zac0t8caiq/cl6nzobpn18sg07zac0t8caiq.jpg,/home/shared-data/AnnotierteBilder/cl6nzobpn18sg07zac0t8caiq/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl6nzobpn18sg07zac0t8caiq/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl6nzobpn18sg07zac0t8caiq/background.png,True,True,True,True,True
cl5rf7i8b1qya070ga4cq5pwu,/home/shared-data/AnnotierteBilder/cl5rf7i8b1qya070ga4cq5pwu/cl5rf7i8b1qya070ga4cq5pwu.jpg,/home/shared-data/AnnotierteBilder/cl5rf7i8b1qya070ga4cq5pwu/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl5rf7i8b1qya070ga4cq5pwu/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl5rf7i8b1qya070ga4cq5pwu/background.png,True,True,True,True,True
cl5zmzwuqm9h507zpf6c25hh8,/home/shared-data/AnnotierteBilder/cl5zmzwuqm9h507zpf6c25hh8/cl5zmzwuqm9h507zpf6c25hh8.jpg,/home/shared-data/AnnotierteBilder/cl5zmzwuqm9h507zpf6c25hh8/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl5zmzwuqm9h507zpf6c25hh8/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl5zmzwuqm9h507zpf6c25hh8/background.png,True,True,True,True,True
cl2ralaty13g2079bhw0n0vjy,/home/shared-data/AnnotierteBilder/cl2ralaty13g2079bhw0n0vjy/cl2ralaty13g2079bhw0n0vjy.jpg,/home/shared-data/AnnotierteBilder/cl2ralaty13g2079bhw0n0vjy/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl2ralaty13g2079bhw0n0vjy/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl2ralaty13g2079bhw0n0vjy/background.png,True,True,True,True,True
cl7dm2bazmf6807zwaf658ax1,/home/shared-data/AnnotierteBilder/cl7dm2bazmf6807zwaf658ax1/cl7dm2bazmf6807zwaf658ax1.jpg,/home/shared-data/AnnotierteBilder/cl7dm2bazmf6807zwaf658ax1/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl7dm2bazmf6807zwaf658ax1/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl7dm2bazmf6807zwaf658ax1/background.png,True,True,False,True,True
cl4bdg9d1hgc10798hap44m3u,/home/shared-data/AnnotierteBilder/cl4bdg9d1hgc10798hap44m3u/cl4bdg9d1hgc10798hap44m3u.jpg,/home/shared-data/AnnotierteBilder/cl4bdg9d1hgc10798hap44m3u/damaged_metal.png,,/home/shared-data/AnnotierteBilder/cl4bdg9d1hgc10798hap44m3u/background.png,True,True,,True,True
cl41i8v5l7o82075a99z580yi,/home/shared-data/AnnotierteBilder/cl41i8v5l7o82075a99z580yi/cl41i8v5l7o82075a99z580yi.jpg,/home/shared-data/AnnotierteBilder/cl41i8v5l7o82075a99z580yi/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl41i8v5l7o82075a99z580yi/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl41i8v5l7o82075a99z580yi/background.png,True,True,True,True,True
cl24tlj5v868y0z7qarkg5rz4,/home/shared-data/AnnotierteBilder/cl24tlj5v868y0z7qarkg5rz4/cl24tlj5v868y0z7qarkg5rz4.jpg,/home/shared-data/AnnotierteBilder/cl24tlj5v868y0z7qarkg5rz4/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl24tlj5v868y0z7qarkg5rz4/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl24tlj5v868y0z7qarkg5rz4/background.png,True,True,True,True,True
cl606fnvgwk6r071adrya97nn,/home/shared-data/AnnotierteBilder/cl606fnvgwk6r071adrya97nn/cl606fnvgwk6r071adrya97nn.jpg,/home/shared-data/AnnotierteBilder/cl606fnvgwk6r071adrya97nn/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl606fnvgwk6r071adrya97nn/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl606fnvgwk6r071adrya97nn/background.png,True,True,True,True,True
cl74u4tog4hoo083m2ip57jvs,/home/shared-data/AnnotierteBilder/cl74u4tog4hoo083m2ip57jvs/cl74u4tog4hoo083m2ip57jvs.jpg,/home/shared-data/AnnotierteBilder/cl74u4tog4hoo083m2ip57jvs/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl74u4tog4hoo083m2ip57jvs/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl74u4tog4hoo083m2ip57jvs/background.png,True,True,True,True,True
cl6bjg6m1gprf07ztdt9a9uvl,/home/shared-data/AnnotierteBilder/cl6bjg6m1gprf07ztdt9a9uvl/cl6bjg6m1gprf07ztdt9a9uvl.jpg,/home/shared-data/AnnotierteBilder/cl6bjg6m1gprf07ztdt9a9uvl/damaged_metal.png,/home/shared-data/AnnotierteBilder/cl6bjg6m1gprf07ztdt9a9uvl/undamaged_metal.png,/home/shared-data/AnnotierteBilder/cl6bjg6m1gprf07ztdt9a9uvl/background.png,True,True,True,True,True
